log cz+	0.2 mB	err log cz+	err 0.2 mB	z
3.855082200758885	3.1360070031585194	0.015400115141047705	0.023636936653009605	0.023469162178098753
3.862322127535126	3.1236737011948073	0.015160237958165361	0.023006618342262884	0.023856763573289794
3.8627777765894216	3.1361940958337935	0.015160237958165361	0.023873306019539683	0.023881366904170052
3.8634299201270057	3.159155368436847	0.015112262521589084	0.02521273242987696	0.02391662359936866
3.8651965869162397	3.1650908672362017	0.015064287085012616	0.023085408131106246	0.024012391783308846
3.868535676792101	3.1345204287378627	0.014968336211859678	0.023715726441852963	0.024194429121085385
3.868655053755086	3.1271461543726495	0.01496833621185958	0.023794516230696405	0.024200962252834392
3.8746721640004496	3.1300031464663682	0.014776434465553512	0.023321777497636323	0.02453251580479187
3.8794932628481504	3.174768158319489	0.014584532719247636	0.023952095808383204	0.02480138428313133
3.87976005176476	3.144342887991435	0.014584532719247636	0.034667507091081004	0.024816347112389118
3.8808610065063895	3.117081621042038	0.014536557282671456	0.026630948629057596	0.024878187917490423
3.8812811511242358	3.139037707871903	0.01453655728267136	0.023873306019539683	0.024901827398486277
3.887257725943344	3.170658677399381	0.01439263097294176	0.02442483454144344	0.02524049910615525
3.8873536767714554	3.1567391388177306	0.01439263097294176	0.024976363063347117	0.02524597304007823
3.8912797150232805	3.1183906915728343	0.014200729226636077	0.022770248975732727	0.02547095368084529
3.896564960664069	3.177382063414369	0.014008827480330105	0.027024897573274313	0.02577693526172252
3.900587331967683	3.2308540759592503	0.013912876607177167	0.023952095808383204	0.026012220376889265
3.9054724001709364	3.21147828042711	0.01376895029744776	0.0307280176489127	0.026300804533843182
3.906071655380668	3.1852651449488434	0.013720974860871291	0.02434604475260008	0.026336421061876364
3.9090065915637697	3.1820569317038974	0.013672999424294726	0.03584935392373148	0.026511542791273407
3.9104913329758673	3.2223973044146734	0.013625023987718353	0.02513394264103352	0.026600569100966965
3.911024051547903	3.2101987383171178	0.013577048551141788	0.023321777497636167	0.026632582802143437
3.918253811768691	3.1716428456840244	0.013337171368259442	0.023873306019539842	0.027070811103895163
3.924777136799251	3.193528268650675	0.013145269621953662	0.023321777497636243	0.027472285204713336
3.925150759974376	3.2224893059673647	0.013145269621953662	0.02458241411913008	0.027495455603803814
3.926201264434951	3.2629477843722507	0.013145269621953566	0.02434604475260008	0.02756070583224994
3.927271859014734	3.2408300306359634	0.013145269621953566	0.023242987708792885	0.02762736016282489
3.932534022081985	3.2651801616673777	0.012953367875647786	0.03498266624645413	0.027957282907556166
3.9418441491703446	3.2032776495029065	0.012665515256188876	0.025527891585250477	0.028550489908066023
3.9426330086737997	3.2179850757559163	0.012665515256188876	0.023400567286479525	0.02860131638969744
3.9442761039368914	3.2228110238205883	0.01261753981961231	0.025527891585250557	0.02870746644325859
3.945398666537733	3.209061289039312	0.012569564383035843	0.025291522218720476	0.028780210045519748
3.946279315466791	3.22122263408588	0.012569564383035938	0.023321777497636323	0.02883740371856471
3.949945629033437	3.214453380717027	0.01242563807330634	0.023321777497636323	0.02907671150191555
3.952972445310157	3.1771719650444674	0.012377662636730062	0.027024897573274313	0.029275743322205332
3.9635261540308235	3.2446685530336286	0.012089810017271248	0.023715726441853043	0.029980208722525943
3.9642027645589484	3.2203487688343024	0.012089810017271248	0.026079420107154076	0.030025934798776337
3.9726263893081977	3.238781488390407	0.011849932834388807	0.024818783485660238	0.030600961123679857
3.9733576487009885	3.2625275704368373	0.011849932834388902	0.02505515285219032	0.030651384994195098
3.9736295031429854	3.276099969582584	0.01180195739781253	0.028837062716671986	0.030670151401661124
3.984004719697323	3.266170981848789	0.011562080214930088	0.023321777497636243	0.031394828562009425
3.9853515012669036	3.2704590741175203	0.011466129341777055	0.023400567286479764	0.03149011710377737
3.987521101577768	3.2473777635000225	0.011418153905200585	0.023321777497636323	0.031644217693415744
3.9910445878868948	3.276532780761663	0.011370178468624117	0.026000630318310715	0.031896054076486234
3.9937354034738077	3.283594804158652	0.011274227595471082	0.02403088559722656	0.032089695520640206
3.9949827687507145	3.2518121589646007	0.011274227595471179	0.026158209895997278	0.03217985026716327
4.000487317837753	3.335368650512793	0.011130301285741771	0.023873306019539922	0.032580664642917194
4.002139377168565	3.2245443991852234	0.011082325849165303	0.024109675386069923	0.032701908901334724
