log cz+	0.2 mB	err log cz+	err 0.2 mB	z
3.855082200758885	3.142007003158519	0.015400115141047705	0.023636936653009605	0.023469162178098753
3.862322127535126	3.129673701194807	0.015160237958165361	0.023006618342262884	0.023856763573289794
3.8627777765894216	3.1421940958337933	0.015160237958165361	0.023873306019539683	0.023881366904170052
3.8634299201270057	3.1651553684368468	0.015112262521589084	0.02521273242987696	0.02391662359936866
3.8651965869162397	3.1710908672362015	0.015064287085012616	0.023085408131106246	0.024012391783308846
3.868535676792101	3.1405204287378625	0.014968336211859678	0.023715726441852963	0.024194429121085385
3.868655053755086	3.1211461543726498	0.01496833621185958	0.023794516230696405	0.024200962252834392
3.8746721640004496	3.136003146466368	0.014776434465553512	0.023321777497636323	0.02453251580479187
3.8794932628481504	3.1807681583194887	0.014584532719247636	0.023952095808383204	0.02480138428313133
3.87976005176476	3.150342887991435	0.014584532719247636	0.034667507091081004	0.024816347112389118
3.8808610065063895	3.123081621042038	0.014536557282671456	0.026630948629057596	0.024878187917490423
3.8812811511242358	3.1450377078719027	0.01453655728267136	0.023873306019539683	0.024901827398486277
3.887257725943344	3.176658677399381	0.01439263097294176	0.02442483454144344	0.02524049910615525
3.8873536767714554	3.1627391388177304	0.01439263097294176	0.024976363063347117	0.02524597304007823
3.8912797150232805	3.124390691572834	0.014200729226636077	0.022770248975732727	0.02547095368084529
3.896564960664069	3.183382063414369	0.014008827480330105	0.027024897573274313	0.02577693526172252
3.900587331967683	3.23685407595925	0.013912876607177167	0.023952095808383204	0.026012220376889265
3.9054724001709364	3.21747828042711	0.01376895029744776	0.0307280176489127	0.026300804533843182
3.906071655380668	3.191265144948843	0.013720974860871291	0.02434604475260008	0.026336421061876364
3.9090065915637697	3.188056931703897	0.013672999424294726	0.03584935392373148	0.026511542791273407
3.9104913329758673	3.228397304414673	0.013625023987718353	0.02513394264103352	0.026600569100966965
3.911024051547903	3.2161987383171176	0.013577048551141788	0.023321777497636167	0.026632582802143437
3.918253811768691	3.177642845684024	0.013337171368259442	0.023873306019539842	0.027070811103895163
3.924777136799251	3.199528268650675	0.013145269621953662	0.023321777497636243	0.027472285204713336
3.925150759974376	3.216489305967365	0.013145269621953662	0.02458241411913008	0.027495455603803814
3.926201264434951	3.2689477843722505	0.013145269621953566	0.02434604475260008	0.02756070583224994
3.927271859014734	3.246830030635963	0.013145269621953566	0.023242987708792885	0.02762736016282489
3.932534022081985	3.2711801616673775	0.012953367875647786	0.03498266624645413	0.027957282907556166
3.9418441491703446	3.2092776495029063	0.012665515256188876	0.025527891585250477	0.028550489908066023
3.9426330086737997	3.223985075755916	0.012665515256188876	0.023400567286479525	0.02860131638969744
3.9442761039368914	3.228811023820588	0.01261753981961231	0.025527891585250557	0.02870746644325859
3.945398666537733	3.215061289039312	0.012569564383035843	0.025291522218720476	0.028780210045519748
3.946279315466791	3.2272226340858796	0.012569564383035938	0.023321777497636323	0.02883740371856471
3.949945629033437	3.220453380717027	0.01242563807330634	0.023321777497636323	0.02907671150191555
3.952972445310157	3.183171965044467	0.012377662636730062	0.027024897573274313	0.029275743322205332
3.9635261540308235	3.2506685530336283	0.012089810017271248	0.023715726441853043	0.029980208722525943
3.9642027645589484	3.226348768834302	0.012089810017271248	0.026079420107154076	0.030025934798776337
3.9726263893081977	3.244781488390407	0.011849932834388807	0.024818783485660238	0.030600961123679857
3.9733576487009885	3.268527570436837	0.011849932834388902	0.02505515285219032	0.030651384994195098
3.9736295031429854	3.2820999695825837	0.01180195739781253	0.028837062716671986	0.030670151401661124
3.984004719697323	3.272170981848789	0.011562080214930088	0.023321777497636243	0.031394828562009425
3.9853515012669036	3.27645907411752	0.011466129341777055	0.023400567286479764	0.03149011710377737
3.987521101577768	3.2413777635000227	0.011418153905200585	0.023321777497636323	0.031644217693415744
3.9910445878868948	3.2825327807616627	0.011370178468624117	0.026000630318310715	0.031896054076486234
3.9937354034738077	3.2775948041586522	0.011274227595471082	0.02403088559722656	0.032089695520640206
3.9949827687507145	3.2518121589646007	0.011274227595471179	0.026158209895997278	0.03217985026716327
4.000487317837753	3.329368650512793	0.011130301285741771	0.023873306019539922	0.032580664642917194
4.002139377168565	3.230544399185223	0.011082325849165303	0.024109675386069923	0.032701908901334724
4.002270840302116	3.281338259693232	0.011082325849165206	0.022770248975732727	0.03271157587425823
